Timestamp,Temperature,Humidity,Light,CO2,PIR,Microphone,Occupancy_Label
2026-01-06 01:07:40,21.4,45.3,99,62,1,0.0001829564,0
2026-01-06 01:07:42,21.4,45.2,97,62,1,0.0001829564,0
2026-01-06 01:07:44,21.4,45.3,104,62,0,0.00037167838,0
2026-01-06 01:07:46,21.4,45.3,100,62,0,0.00037167838,0
2026-01-06 01:07:48,21.4,45.3,96,62,0,0.0004190054,0
2026-01-06 01:07:50,21.4,45.3,103,62,0,0.0017364903,0
2026-01-06 01:07:52,21.4,45.3,102,62,0,0.0023963558,0
2026-01-06 01:07:54,21.4,45.3,96,62,0,0.007738621,0
2026-01-06 01:07:56,21.4,45.3,105,62,0,0.0018049633,0
2026-01-06 01:07:58,21.4,45.3,99,62,0,0.0039420123,0
2026-01-06 01:08:00,21.4,45.3,97,62,0,0.018686218,0
2026-01-06 01:08:02,21.4,45.3,105,62,0,0.014123665,0
2026-01-06 01:08:04,21.4,45.3,99,62,0,0.0046951924,0
2026-01-06 01:08:06,21.4,45.3,98,62,0,0.0024316981,0
2026-01-06 01:08:08,21.4,45.3,105,62,0,0.0030029297,0
2026-01-06 01:08:10,21.4,45.3,98,61,0,0.00195037,0
2026-01-06 01:08:13,21.4,45.3,100,62,0,0.016624885,0
2026-01-06 01:08:15,21.4,45.3,104,62,0,0.002230598,0
2026-01-06 01:08:17,21.4,45.3,96,61,0,0.002068992,0
2026-01-06 01:08:19,21.4,45.3,103,62,0,0.0045213387,0
2026-01-06 01:08:21,21.4,45.3,102,61,0,0.0027648606,0
2026-01-06 01:08:23,21.4,45.3,96,62,0,0.0024146372,0
2026-01-06 01:08:25,21.4,45.2,104,62,0,0.0031195425,0
2026-01-06 01:08:27,21.4,45.2,99,61,0,0.0024743134,0
2026-01-06 01:08:29,21.4,45.2,100,61,0,0.0052517224,0
2026-01-06 01:08:31,21.4,45.2,103,62,0,0.0049527534,0
2026-01-06 01:08:33,21.4,45.3,96,62,0,0.0023083102,0
2026-01-06 01:08:35,21.4,45.3,103,62,0,0.0025798527,0
2026-01-06 01:08:37,21.4,45.3,100,62,0,0.0033552484,0
2026-01-06 01:08:39,21.4,45.3,97,62,0,0.002520355,0
2026-01-06 01:08:41,21.4,45.3,104,62,0,0.0026744753,0
2026-01-06 01:08:43,21.4,45.3,99,62,0,0.024129687,0
2026-01-06 01:08:45,21.4,45.3,100,61,0,0.010427723,0
2026-01-06 01:08:47,21.4,45.3,104,61,0,0.004481048,0
2026-01-06 01:08:49,21.4,45.3,97,62,0,0.0030962725,0
2026-01-06 01:08:51,21.4,45.3,100,61,0,0.0021810043,0
2026-01-06 01:08:53,21.4,45.3,105,62,0,0.0022720767,0
2026-01-06 01:08:55,21.4,45.3,98,62,0,0.0037181145,0
2026-01-06 01:08:57,21.4,45.3,99,62,0,0.0034219942,0
2026-01-06 01:08:59,21.4,45.3,105,62,0,0.0027057184,0
2026-01-06 01:09:01,21.4,45.4,96,62,0,0.0020542413,0
2026-01-06 01:09:03,21.4,45.4,101,61,0,0.0022569806,0
2026-01-06 01:09:05,21.4,45.4,103,61,0,0.0018227258,0
2026-01-06 01:09:07,21.4,45.4,97,61,0,0.0021329336,0
2026-01-06 01:09:09,21.4,45.3,101,62,0,0.0030287097,0
2026-01-06 01:09:11,21.4,45.4,104,62,0,0.0015505519,0
2026-01-06 01:09:13,21.4,45.4,97,62,0,0.0035790442,0
2026-01-06 01:09:15,21.4,45.4,100,61,0,0.00159792,0
2026-01-06 01:09:17,21.4,45.4,102,62,0,0.0017678294,0
2026-01-06 01:09:19,21.4,45.4,96,62,0,0.001721232,0
2026-01-06 01:09:21,21.4,45.4,102,61,0,0.0025503095,0
2026-01-06 01:09:23,21.4,45.4,103,62,0,0.0020609836,0
2026-01-06 01:09:25,21.4,45.4,96,62,0,0.0019947132,0
2026-01-06 01:09:27,21.4,45.4,100,62,0,0.0017049109,0
2026-01-06 01:09:29,21.4,45.5,105,62,0,0.0024904856,0
2026-01-06 01:09:31,21.4,45.5,98,62,0,0.0020580401,0
2026-01-06 01:09:33,21.3,45.4,100,61,0,0.029105853,0
2026-01-06 01:09:35,21.4,45.4,105,61,0,0.0024727362,0
2026-01-06 01:09:37,21.4,45.4,98,62,0,0.0114169195,0
2026-01-06 01:09:39,21.4,45.4,98,61,0,0.0033977127,0
2026-01-06 01:09:41,21.4,45.4,105,62,0,0.0036873072,0
2026-01-06 01:09:43,21.4,45.5,99,61,0,0.0030843646,0
2026-01-06 01:09:45,21.3,45.4,97,61,0,0.008743445,0
2026-01-06 01:09:47,21.4,45.5,104,61,0,0.020936117,0
2026-01-06 01:09:49,21.4,45.5,97,62,0,0.004775176,0
2026-01-06 01:09:51,21.4,45.4,99,62,0,0.003086016,0
2026-01-06 01:09:53,21.4,45.5,104,61,0,0.0066599655,0
2026-01-06 01:09:55,21.3,45.4,96,62,0,0.0018742424,0
2026-01-06 01:09:57,21.4,45.5,102,62,0,0.0018670917,0
2026-01-06 01:09:59,21.3,45.5,101,61,0,0.0043222965,0
2026-01-06 01:10:01,21.3,45.4,97,62,0,0.0047856662,0
2026-01-06 01:10:03,21.4,45.5,105,62,0,0.006523365,0
2026-01-06 01:10:05,21.3,45.4,96,61,0,0.0021198809,0
2026-01-06 01:10:07,21.4,45.5,103,61,0,0.0037751389,0
2026-01-06 01:10:09,21.3,45.4,101,61,0,0.0053375713,0
2026-01-06 01:10:11,21.3,45.4,96,62,0,0.0056384676,0
2026-01-06 01:10:13,21.3,45.5,104,62,0,0.0020312574,0
2026-01-06 01:10:15,21.3,45.5,99,62,0,0.0024517342,0
2026-01-06 01:10:17,21.4,45.4,97,61,0,0.0025364703,0
2026-01-06 01:10:19,21.4,45.4,105,62,0,0.0024115783,0
2026-01-06 01:10:21,21.3,45.4,97,61,0,0.004194419,0
2026-01-06 01:10:23,21.4,45.4,100,61,0,0.005469174,0
2026-01-06 01:10:25,21.3,45.4,105,62,0,0.006994134,0
2026-01-06 01:10:27,21.3,45.4,97,61,0,0.014127374,0
2026-01-06 01:10:29,21.3,45.4,100,62,0,0.0018494427,0
2026-01-06 01:10:31,21.3,45.4,104,61,0,0.0021145127,0
2026-01-06 01:10:33,21.4,45.4,97,61,0,0.0053727343,0
2026-01-06 01:10:35,21.3,45.3,101,62,0,0.0020771162,0
2026-01-06 01:10:37,21.3,45.4,100,62,0,0.001686761,0
2026-01-06 01:10:39,21.3,45.4,97,61,0,0.0018291041,0
2026-01-06 01:10:41,21.3,45.3,105,61,0,0.0014153069,0
2026-01-06 01:10:43,21.4,45.3,97,61,0,0.0018573218,0
2026-01-06 01:10:45,21.3,45.3,101,61,0,0.0052793906,0
2026-01-06 01:10:47,21.3,45.3,101,61,0,0.00237748,0
2026-01-06 01:10:49,21.3,45.3,97,62,0,0.0018258716,0
2026-01-06 01:10:51,21.3,45.3,105,62,0,0.0026159605,0
2026-01-06 01:10:53,21.3,45.3,96,61,0,0.002731844,0
2026-01-06 01:10:55,21.3,45.3,103,61,0,0.0018513235,0
2026-01-06 01:10:57,21.3,45.3,100,61,0,0.0024864706,0
