Timestamp,Temperature,Humidity,Light,CO2,PIR,Microphone,Occupancy_Label
2026-01-06 00:40:39,21,46,95,61,1,0.0015372179,0
2026-01-06 00:40:41,21,45.9,99,61,0,0.0012670191,0
2026-01-06 00:40:43,21,45.9,100,61,0,0.0010922037,0
2026-01-06 00:40:45,21,45.9,89,61,1,0.0011052539,0
2026-01-06 00:40:47,21,45.9,802,61,0,0.000972171,0
2026-01-06 00:40:49,21,46,816,61,0,0.0009129851,0
2026-01-06 00:40:51,21,46,811,61,0,0.001117016,0
2026-01-06 00:40:53,21.1,46,809,61,0,0.0013780264,0
2026-01-06 00:40:55,21,46,808,61,0,0.0012365917,0
2026-01-06 00:40:57,21.1,45.9,808,61,0,0.0010721389,0
2026-01-06 00:40:59,21.1,45.9,807,61,0,0.0010829475,0
2026-01-06 00:41:01,21.1,45.9,806,62,0,0.0010430107,0
2026-01-06 00:41:03,21.1,45.9,806,61,0,0.0011125255,0
2026-01-06 00:41:05,21.1,45.9,805,61,0,0.00117788,0
2026-01-06 00:41:07,21.1,45.9,805,61,0,0.0012149974,0
2026-01-06 00:41:09,21.1,45.9,812,61,0,0.001238076,0
2026-01-06 00:41:11,21.1,45.9,814,61,0,0.0009268625,0
2026-01-06 00:41:13,21.1,45.9,814,61,0,0.0009857762,0
2026-01-06 00:41:15,21.1,45.9,814,61,0,0.0012791253,0
2026-01-06 00:41:17,21,45.9,814,61,0,0.001101899,0
2026-01-06 00:41:19,21.1,45.9,814,61,0,0.0009598047,0
2026-01-06 00:41:21,21.1,45.9,814,61,0,0.0010309033,0
2026-01-06 00:41:23,21.1,45.9,814,61,0,0.0013064,0
2026-01-06 00:41:25,21.1,45.9,813,61,0,0.0012119149,0
2026-01-06 00:41:27,21.1,45.9,813,61,0,0.0011285782,0
2026-01-06 00:41:29,21.1,45.9,813,61,0,0.0011829967,0
2026-01-06 00:41:31,21.1,45.9,813,61,0,0.0012147309,0
2026-01-06 00:41:33,21.1,45.9,813,60,0,0.0010051335,0
2026-01-06 00:41:35,21.1,45.9,813,61,0,0.0011837961,0
2026-01-06 00:41:37,21.1,45.9,813,61,0,0.001518187,0
2026-01-06 00:41:39,21.1,45.9,813,61,0,0.0010288155,0
2026-01-06 00:41:41,21.1,45.9,813,61,0,0.0011618647,0
2026-01-06 00:41:43,21.1,45.9,813,61,0,0.0013007114,0
2026-01-06 00:41:45,21.1,45.9,813,61,0,0.0012999031,0
2026-01-06 00:41:47,21.1,45.9,813,61,0,0.0012515534,0
2026-01-06 00:41:49,21.1,45.9,813,61,0,0.0016179893,0
2026-01-06 00:41:51,21.1,45.9,813,61,0,0.0013040372,0
2026-01-06 00:41:53,21.1,45.9,813,61,0,0.0012218759,0
2026-01-06 00:41:55,21.1,45.9,812,60,0,0.0012605924,0
2026-01-06 00:41:57,21.1,45.9,813,61,0,0.0011380988,0
2026-01-06 00:41:59,21.1,45.9,812,61,0,0.0012986874,0
2026-01-06 00:42:01,21.1,45.9,812,61,0,0.0012574157,0
2026-01-06 00:42:03,21.1,45.9,812,61,0,0.0011135065,0
2026-01-06 00:42:05,21.1,45.9,812,60,0,0.0009964289,0
2026-01-06 00:42:07,21.1,45.9,812,61,0,0.0011381193,0
2026-01-06 00:42:09,21.1,45.9,812,61,0,0.0021941906,0
2026-01-06 00:42:11,21.1,45.9,812,61,0,0.0013481333,0
2026-01-06 00:42:13,21.1,45.9,812,61,0,0.0009652501,0
2026-01-06 00:42:15,21.1,45.9,812,61,0,0.001014302,0
2026-01-06 00:42:17,21.1,45.9,812,60,0,0.0010698838,0
2026-01-06 00:42:19,21.1,45.9,812,61,0,0.0009721429,0
2026-01-06 00:42:21,21.1,45.9,812,61,0,0.00087987346,0
2026-01-06 00:42:23,21.1,45.9,812,61,0,0.0014925061,0
2026-01-06 00:42:25,21.1,45.9,812,61,0,0.0012781415,0
2026-01-06 00:42:27,21.1,45.9,812,61,0,0.001281769,0
2026-01-06 00:42:29,21.1,45.9,812,60,0,0.0012142081,0
2026-01-06 00:42:31,21.1,45.9,812,60,0,0.0014117496,0
2026-01-06 00:42:33,21.1,45.9,812,61,0,0.0010923033,0
2026-01-06 00:42:35,21.1,45.9,812,61,0,0.0013648855,0
2026-01-06 00:42:37,21.1,45.9,812,61,0,0.0013572696,0
2026-01-06 00:42:39,21.1,45.9,812,61,0,0.00087589404,0
2026-01-06 00:42:41,21.1,45.9,812,61,0,0.0012290864,0
2026-01-06 00:42:43,21.1,45.9,812,60,0,0.0015873223,0
2026-01-06 00:42:45,21.1,45.9,812,61,0,0.0014019591,0
2026-01-06 00:42:47,21.1,45.9,812,61,0,0.0015381037,0
2026-01-06 00:42:49,21.1,45.8,812,61,0,0.0013606137,0
2026-01-06 00:42:51,21.1,45.9,812,61,0,0.0013621253,0
2026-01-06 00:42:53,21.1,45.9,812,60,0,0.0016797777,0
2026-01-06 00:42:55,21.1,45.8,812,60,0,0.0013440402,0
2026-01-06 00:42:57,21.1,45.9,812,61,0,0.001786167,0
2026-01-06 00:42:59,21.1,45.9,811,60,0,0.0012343498,0
2026-01-06 00:43:01,21.1,45.9,811,61,0,0.0012995384,0
2026-01-06 00:43:03,21.1,45.9,812,61,0,0.0012644678,0
2026-01-06 00:43:05,21.1,45.9,812,60,0,0.0011732199,0
2026-01-06 00:43:07,21.1,45.8,811,60,0,0.0013269552,0
2026-01-06 00:43:09,21.1,45.9,812,60,0,0.0010500285,0
2026-01-06 00:43:11,21.1,45.9,812,60,0,0.0011618421,0
2026-01-06 00:43:13,21.1,45.9,811,61,0,0.0011718157,0
2026-01-06 00:43:15,21.1,45.9,811,60,0,0.0013765256,0
2026-01-06 00:43:17,21.1,45.9,812,61,0,0.001206188,0
2026-01-06 00:43:19,21.1,45.9,812,61,0,0.0012565152,0
2026-01-06 00:43:21,21.1,45.9,812,60,0,0.0012036664,0
2026-01-06 00:43:23,21.1,45.9,811,60,0,0.0013188354,0
2026-01-06 00:43:25,21.1,45.9,811,61,0,0.0014168106,0
2026-01-06 00:43:27,21.1,45.9,811,61,0,0.0011565964,0
2026-01-06 00:43:29,21.1,45.9,811,60,0,0.0013617267,0
2026-01-06 00:43:31,21.1,45.9,811,60,0,0.0014202644,0
2026-01-06 00:43:33,21.1,45.9,811,61,0,0.0012152565,0
2026-01-06 00:43:35,21.1,45.9,811,61,0,0.0013248979,0
2026-01-06 00:43:37,21.1,45.9,811,60,0,0.0011465303,0
2026-01-06 00:43:39,21.1,45.8,811,61,0,0.0013003091,0
2026-01-06 00:43:41,21.1,45.9,811,61,0,0.0013056614,0
2026-01-06 00:43:43,21.1,45.8,811,60,0,0.0010245393,0
2026-01-06 00:43:45,21.1,45.9,811,61,0,0.0010974635,0
2026-01-06 00:43:47,21.1,45.9,811,61,0,0.0013675124,0
2026-01-06 00:43:49,21.1,45.9,801,61,0,0.0013420819,0
2026-01-06 00:43:51,21.1,45.9,801,61,0,0.0012905708,0
2026-01-06 00:43:53,21.1,45.8,801,61,0,0.0012824388,0
2026-01-06 00:43:55,21.1,45.9,801,60,0,0.0012986487,0
2026-01-06 00:43:57,21.1,45.8,801,60,0,0.0015760403,0
2026-01-06 00:43:59,21.1,45.8,802,61,0,0.0012472946,0
2026-01-06 00:44:01,21.1,45.8,811,61,0,0.0011734844,0
2026-01-06 00:44:03,21.1,45.8,811,60,0,0.0009884897,0
2026-01-06 00:44:05,21.1,45.8,811,60,0,0.0010716204,0
2026-01-06 00:44:07,21.1,45.8,811,60,0,0.0010562312,0
2026-01-06 00:44:09,21.1,45.8,811,60,0,0.0012591456,0
2026-01-06 00:44:11,21.1,45.8,811,60,0,0.001223309,0
2026-01-06 00:44:13,21.1,45.8,811,61,0,0.00101526,0
2026-01-06 00:44:15,21.1,45.9,811,60,0,0.0013536747,0
2026-01-06 00:44:17,21.1,45.8,811,61,0,0.001118217,0
2026-01-06 00:44:19,21.1,45.8,811,60,0,0.001191637,0
2026-01-06 00:44:21,21.1,45.8,811,61,0,0.0013152506,0
2026-01-06 00:44:23,21.1,45.8,811,60,0,0.0009947323,0
2026-01-06 00:44:25,21.1,45.8,811,61,0,0.0011998963,0
2026-01-06 00:44:27,21.1,45.8,811,60,0,0.0010676533,0
2026-01-06 00:44:29,21.1,45.8,811,61,0,0.0011249344,0
2026-01-06 00:44:31,21.1,45.8,811,60,0,0.0013386318,0
2026-01-06 00:44:33,21.1,45.8,811,60,0,0.0013467581,0
2026-01-06 00:44:35,21.1,45.7,811,61,0,0.0011420855,0
2026-01-06 00:44:37,21.1,45.8,811,60,0,0.0011570989,0
2026-01-06 00:44:39,21.1,45.8,811,60,0,0.0011094118,0
2026-01-06 00:44:41,21.1,45.8,811,60,0,0.001581781,0
2026-01-06 00:44:43,21.1,45.8,811,61,0,0.0015609568,0
2026-01-06 00:44:45,21.1,45.8,811,60,0,0.0015062408,0
2026-01-06 00:44:47,21.1,45.8,801,61,0,0.0015693535,0
2026-01-06 00:44:49,21.1,45.8,801,61,0,0.0014794027,0
2026-01-06 00:44:51,21.1,45.8,801,60,0,0.0012970751,0
2026-01-06 00:44:53,21.1,45.7,801,60,0,0.0010465254,0
2026-01-06 00:44:55,21.1,45.7,801,61,0,0.0011949354,0
2026-01-06 00:44:57,21.1,45.8,801,60,0,0.0013751686,0
2026-01-06 00:44:59,21.1,45.8,801,60,0,0.0011010914,0
2026-01-06 00:45:01,21.1,45.8,801,61,0,0.0012373966,0
2026-01-06 00:45:03,21.1,45.8,801,60,0,0.0012013699,0
2026-01-06 00:45:05,21.1,45.8,801,60,0,0.0011265134,0
2026-01-06 00:45:07,21.1,45.8,801,60,0,0.0016069338,0
2026-01-06 00:45:09,21.1,45.8,801,60,0,0.0015009467,0
2026-01-06 00:45:11,21.1,45.8,800,61,0,0.0012746945,0
2026-01-06 00:45:13,21.1,45.8,810,61,0,0.0012921663,0
2026-01-06 00:45:15,21.1,45.7,810,60,0,0.001349587,0
2026-01-06 00:45:17,21.1,45.8,811,61,0,0.001084855,0
2026-01-06 00:45:19,21.1,45.7,811,60,0,0.0016293201,0
2026-01-06 00:45:21,21.1,45.7,811,61,0,0.0013724879,0
2026-01-06 00:45:23,21.1,45.8,811,61,0,0.0018930234,0
2026-01-06 00:45:25,21.1,45.8,811,60,0,0.0011459542,0
2026-01-06 00:45:27,21.1,45.8,811,60,0,0.0014464603,0
2026-01-06 00:45:29,21.1,45.8,811,60,0,0.0016904433,0
2026-01-06 00:45:31,21.1,45.7,811,60,0,0.001482575,0
2026-01-06 00:45:33,21.1,45.8,811,60,0,0.0012889197,0
2026-01-06 00:45:35,21.1,45.8,811,60,0,0.001246492,0
2026-01-06 00:45:37,21.1,45.7,811,60,0,0.0010349483,0
2026-01-06 00:45:39,21.1,45.8,811,61,0,0.0021937117,0
2026-01-06 00:45:41,21.1,45.8,811,61,0,0.001879584,0
2026-01-06 00:45:43,21.1,45.8,811,60,0,0.0016575189,0
2026-01-06 00:45:45,21.1,45.7,810,61,0,0.0016283146,0
2026-01-06 00:45:47,21.1,45.8,810,61,0,0.0017252155,0
2026-01-06 00:45:49,21.1,45.8,811,60,0,0.0014493896,0
2026-01-06 00:45:51,21.1,45.8,811,61,0,0.0014702932,0
2026-01-06 00:45:53,21.1,45.8,811,61,0,0.0015513634,0
2026-01-06 00:45:55,21.1,45.7,811,60,0,0.001429402,0
2026-01-06 00:45:57,21.1,45.8,811,61,0,0.0013583706,0
2026-01-06 00:45:59,21.1,45.8,811,60,0,0.0012688563,0
2026-01-06 00:46:01,21.1,45.8,811,60,0,0.0013973225,0
2026-01-06 00:46:03,21.1,45.8,811,61,0,0.0016336734,0
2026-01-06 00:46:05,21.1,45.7,810,61,0,0.0016714799,0
2026-01-06 00:46:07,21.1,45.8,811,60,0,0.0016665698,0
2026-01-06 00:46:09,21.1,45.8,811,60,0,0.0017424069,0
2026-01-06 00:46:11,21.1,45.8,801,60,0,0.0022728532,0
2026-01-06 00:46:13,21.1,45.7,801,61,0,0.0017724087,0
2026-01-06 00:46:15,21.1,45.8,802,60,0,0.0017210868,0
2026-01-06 00:46:17,21.1,45.7,805,60,0,0.0012615329,0
2026-01-06 00:46:19,21.1,45.7,806,60,0,0.001594772,0
2026-01-06 00:46:21,21.1,45.7,95,60,0,0.001594772,0
2026-01-06 00:46:23,21.1,45.8,97,60,0,0.0018554888,0
2026-01-06 00:46:25,21.1,45.7,101,60,0,0.0018554888,0
2026-01-06 00:46:27,21.1,45.7,94,60,0,0.001594772,1
2026-01-06 00:46:29,21.1,45.6,98,60,0,0.0018554888,1
2026-01-06 00:46:31,21.1,45.7,98,60,1,0.0018554888,1
2026-01-06 00:46:33,21.1,45.7,95,60,1,0.0044084317,1
2026-01-06 00:46:35,21.1,45.7,134,60,0,0.0044084317,1
2026-01-06 00:46:37,21.1,45.7,96,60,1,0.0019700874,1
2026-01-06 00:46:39,21.1,45.7,98,60,0,0.0019700874,1
2026-01-06 00:46:41,21.1,45.7,117,60,0,0.00012365493,1
2026-01-06 00:46:43,21.1,45.7,94,60,1,0.00012365493,1
2026-01-06 00:46:45,21.1,45.7,100,60,0,0,1
2026-01-06 00:46:47,21.1,45.6,97,60,0,0,1
2026-01-06 00:46:49,21.1,45.7,108,60,1,0.0054071727,1
2026-01-06 00:46:51,21.1,45.6,109,60,1,0.0054071727,1
2026-01-06 00:46:53,21.1,45.6,109,60,0,0.0003165577,1
2026-01-06 00:46:55,21.1,45.6,99,60,1,0.0003165577,1
2026-01-06 00:46:57,21.1,45.7,102,60,1,0,1
